,Unnamed: 0,name,title_english,title_japanese,type,source,producers,genre,studio,episodes,duration,rating,score,scored_by,rank,popularity,favorites,broadcast,premiered_season,premiered_year
2669,10819,Dagashi Kashi,Dagashi Kashi,だがしかし,TV,Manga,Pony Canyon,Shounen,feel.,12.0,24 min per ep,PG-13 - Teens 13 or older,6.7,104009.0,4883.0,340.0,675.0,Fridays at 02:16 (JST),Winter,2016
2670,10820,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",GATE,GATE（ゲート）自衛隊　彼の地にて、斯く戦えり　第2クール,TV,Novel,Genco,Adventure,A-1 Pictures,12.0,23 min per ep,R - 17+ (violence & profanity),7.89,172464.0,718.0,286.0,1332.0,Saturdays at 01:05 (JST),Winter,2016
2671,10829,3-gatsu no Lion,March comes in like a lion,3月のライオン,TV,Manga,Aniplex,Slice of Life,Shaft,22.0,25 min per ep,PG-13 - Teens 13 or older,8.44,86188.0,138.0,349.0,5307.0,Saturdays at 23:00 (JST),Fall,2016
2672,10838,Kaitou Joker 3rd Season,JOKER 3rd Season,怪盗ジョーカー シーズン,TV,Manga,Vega Entertainment,Mystery,Shin-Ei Animation,13.0,24 min per ep,PG - Children,7.29,1086.0,2508.0,6487.0,13.0,Mondays at 19:00 (JST),Spring,2016
2674,10845,Super Lovers,Super Lovers,SUPER LOVERS（スーパーラヴァーズ）,TV,Manga,Kadokawa Shoten,Comedy,Studio Deen,10.0,24 min per ep,PG-13 - Teens 13 or older,7.47,33973.0,1790.0,1371.0,839.0,Wednesdays at 23:30 (JST),Spring,2016
2676,10869,Rewrite,Rewrite,リライト,TV,Visual novel,Aniplex,Comedy,8bit,13.0,24 min per ep,PG-13 - Teens 13 or older,6.81,53949.0,4399.0,721.0,489.0,Saturdays at 23:30 (JST),Summer,2016
2677,10870,Nanatsu no Taizai: Seisen no Shirushi,The Seven Deadly Sins: Signs of Holy War,七つの大罪 聖戦の予兆,TV,Manga,Aniplex,Shounen,A-1 Pictures,4.0,24 min per ep,PG-13 - Teens 13 or older,7.4,119569.0,2069.0,368.0,419.0,Sundays at 17:00 (JST),Summer,2016
2678,10872,Bishoujo Senshi Sailor Moon Crystal Season III,Pretty Guardian Sailor Moon Crystal Season III,美少女戦士セーラームーンCrystal　第３期＜デス・バスターズ編＞,TV,Manga,Starchild Records,Romance,Toei Animation,13.0,24 min per ep,PG-13 - Teens 13 or older,7.82,13078.0,856.0,2378.0,240.0,Mondays at 23:00 (JST),Spring,2016
2679,10874,Gakusen Toshi Asterisk 2nd Season,The Asterisk War Season 2,学戦都市アスタリスク,TV,Light novel,Aniplex,Comedy,A-1 Pictures,12.0,24 min per ep,PG-13 - Teens 13 or older,7.3,112446.0,2457.0,435.0,541.0,Saturdays at 22:30 (JST),Spring,2016
2680,10877,Magi: Sinbad no Bouken (TV),Magi: Adventure of Sinbad,マギ シンドバッドの冒険,TV,Manga,Aniplex,Shounen,Lay-duce,13.0,24 min per ep,PG-13 - Teens 13 or older,8.1,93663.0,445.0,488.0,770.0,Saturdays at 02:25 (JST),Spring,2016
2682,10879,Oshiri Kajiri Mushi (TV) 4th Season,Bottom Biting Bug 4,おしりかじり虫　第４シリーズ,TV,Music,NHK,Comedy,Kinema Citrus,10.0,5 min per ep,G - All Ages,5.47,137.0,8998.0,10817.0,1.0,Mondays at 18:25 (JST),Fall,2015
2684,10892,Nejimaki Seirei Senki: Tenkyou no Alderamin,Alderamin on the Sky,ねじ巻き精霊戦記 天鏡のアルデラミン,TV,Light novel,Imagin,Military,Madhouse,13.0,23 min per ep,R - 17+ (violence & profanity),7.87,88476.0,769.0,519.0,901.0,Saturdays at 01:05 (JST),Summer,2016
2685,10895,Amanchu!,Amanchu!,あまんちゅ！,TV,Manga,Production I.G,Shounen,J.C.Staff,12.0,23 min per ep,PG-13 - Teens 13 or older,7.34,23399.0,2300.0,1363.0,279.0,Fridays at 23:00 (JST),Summer,2016
2686,10899,Yowamushi Pedal: New Generation,Yowamushi Pedal NEW GENERATION,弱虫ペダル NEW GENERATION,TV,Manga,TV Tokyo,Shounen,TMS Entertainment,25.0,23 min per ep,PG-13 - Teens 13 or older,7.82,17522.0,870.0,1905.0,110.0,Tuesdays at 01:35 (JST),Winter,2017
2687,10903,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,Active Raid,アクティヴレイド　－機動強襲室第八係－,TV,Original,Sotsu,Sci-Fi,Production IMS,12.0,24 min per ep,PG-13 - Teens 13 or older,5.93,15098.0,7883.0,1729.0,55.0,Thursdays at 22:00 (JST),Winter,2016
2688,10904,Mahou Shoujo Nante Mou Ii Desukara.,Mahou Shoujo Nante Mouiidesukara,魔法少女なんてもういいですから。,TV,Web manga,Earth Star Entertainment,Comedy,Pine Jam,12.0,4 min per ep,PG-13 - Teens 13 or older,5.98,8688.0,7785.0,2990.0,12.0,Tuesdays at 01:11 (JST),Winter,2016
2689,10906,Kiznaiver,Kiznaiver,キズナイーバー,TV,Original,Aniplex,Romance,Trigger,12.0,24 min per ep,PG-13 - Teens 13 or older,7.56,177313.0,1488.0,182.0,2841.0,Saturdays at 23:30 (JST),Spring,2016
2690,10907,Kuma Miko,Kumamiko: Girl Meets Bear,くまみこ,TV,Manga,AT-X,Comedy,Kinema Citrus,12.0,24 min per ep,PG-13 - Teens 13 or older,6.33,22346.0,6525.0,1534.0,73.0,Sundays at 23:30 (JST),Spring,2016
2692,10912,Arslan Senki (TV): Fuujin Ranbu,The Heroic Legend of Arslan: Dust Storm Dance,アルスラーン戦記  風塵乱舞,TV,Manga,Mainichi Broadcasting System,Shounen,LIDENFILMS,8.0,24 min per ep,PG-13 - Teens 13 or older,7.6,48558.0,1356.0,1044.0,147.0,Sundays at 17:00 (JST),Summer,2016
2693,10921,Masou Gakuen HxH,Hybrid x Heart Magias Academy Ataraxia,魔装学園H×H,TV,Light novel,Kadokawa Shoten,Harem,Production IMS,12.0,24 min per ep,R+ - Mild Nudity,6.4,55147.0,6207.0,708.0,425.0,Wednesdays at 00:30 (JST),Summer,2016
2694,10923,Ojisan to Marshmallow,Ojisan and Marshmallow,おじさんとマシュマロ,TV,Web manga,DAX Production,Slice of Life,Creators in Pack,12.0,3 min per ep,PG-13 - Teens 13 or older,6.67,24733.0,5027.0,1818.0,56.0,Fridays at 01:00 (JST),Winter,2016
2695,10926,Hai to Gensou no Grimgar,Grimgar: Ashes and Illusions,灰と幻想のグリムガル,TV,Light novel,TOHO animation,Fantasy,A-1 Pictures,12.0,24 min per ep,PG-13 - Teens 13 or older,7.81,201565.0,878.0,166.0,3818.0,Mondays at 00:30 (JST),Winter,2016
2696,10939,Mahoutsukai Precure!,Maho Girls Precure!,魔法つかいプリキュア！,TV,Original,ABC Animation,School,Toei Animation,50.0,24 min per ep,G - All Ages,7.1,1610.0,3294.0,4685.0,48.0,Sundays at 08:30 (JST),Winter,2016
2697,10953,Shoujo-tachi wa Kouya wo Mezasu,Girls Beyond the Wasteland,少女たちは荒野を目指す,TV,Visual novel,Sotsu,School,Barnum Studio,12.0,24 min per ep,PG-13 - Teens 13 or older,6.39,30974.0,6267.0,1149.0,130.0,Thursdays at 22:30 (JST),Winter,2016
2698,10963,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,JoJo's Bizarre Adventure: Diamond is Unbreakable,ジョジョの奇妙な冒険 ダイヤモンドは砕けない,TV,Manga,Warner Bros. Japan,Drama,David Production,39.0,23 min per ep,R - 17+ (violence & profanity),8.64,134149.0,64.0,352.0,9765.0,Saturdays at 00:30 (JST),Spring,2016
2699,10967,Kono Bijutsubu ni wa Mondai ga Aru!,This Art Club Has a Problem!,この美術部には問題がある！,TV,Manga,TBS,Comedy,feel.,12.0,24 min per ep,PG-13 - Teens 13 or older,7.39,59379.0,2105.0,684.0,382.0,Fridays at 02:28 (JST),Summer,2016
2700,10968,New Game!,New Game!,NEW GAME!,TV,4-koma manga,Frontier Works,Slice of Life,Doga Kobo,12.0,24 min per ep,PG-13 - Teens 13 or older,7.73,109516.0,1047.0,367.0,1956.0,Mondays at 22:30 (JST),Summer,2016
2701,10969,Boku no Hero Academia,My Hero Academia,僕のヒーローアカデミア,TV,Manga,Dentsu,Action,Bones,13.0,24 min per ep,PG-13 - Teens 13 or older,8.42,625249.0,152.0,15.0,28657.0,Sundays at 17:00 (JST),Spring,2016
2702,10980,Hibike! Euphonium 2,Sound! Euphonium 2,響け！ユーフォニアム2,TV,Novel,Lantis,Music,Kyoto Animation,13.0,23 min per ep,PG-13 - Teens 13 or older,8.29,54900.0,259.0,890.0,1464.0,Thursdays at 00:00 (JST),Fall,2016
2703,10982,Yami Shibai 3,Yamishibai: Japanese Ghost Stories 3,闇芝居 3期,TV,Original,TV Tokyo,Supernatural,ILCA,13.0,4 min per ep,PG-13 - Teens 13 or older,6.31,10797.0,6618.0,2919.0,27.0,Mondays at 02:35 (JST),Winter,2016
2705,10993,Bubuki Buranki,BBK/BRNK,ブブキ・ブランキ,TV,Original,Dentsu,Sci-Fi,SANZIGEN,12.0,24 min per ep,PG-13 - Teens 13 or older,6.38,20263.0,6281.0,1494.0,94.0,Saturdays at 22:00 (JST),Winter,2016
2706,10997,Seikaisuru Kado,KADO: The Right Answer,正解するカド,TV,Original,Kinoshita Group Holdings,Sci-Fi,Toei Animation,12.0,23 min per ep,PG-13 - Teens 13 or older,6.96,28195.0,3821.0,1185.0,164.0,Fridays at 22:30 (JST),Spring,2017
2707,10999,Show By Rock!! #,Show By Rock!! 2,SHOW BY ROCK!! ＃,TV,Game,Shochiku,Music,Bones,12.0,23 min per ep,PG-13 - Teens 13 or older,7.08,5606.0,3371.0,3105.0,46.0,Sundays at 22:00 (JST),Fall,2016
2708,11000,Show By Rock!! Short!!,Show By Rock!! Short!!,SHOW BY ROCK!! しょ～と!!,TV,Game,Pony Canyon,Comedy,Bones,12.0,3 min per ep,PG-13 - Teens 13 or older,6.41,3275.0,6177.0,4212.0,16.0,Tuesdays at 01:00 (JST),Summer,2016
2709,11010,Luck & Logic,Luck & Logic,ラクエンロジック,TV,Card game,Bandai Visual,Action,Doga Kobo,12.0,24 min per ep,PG-13 - Teens 13 or older,6.21,29196.0,7006.0,1248.0,129.0,Saturdays at 22:30 (JST),Winter,2016
2710,11017,Tanaka-kun wa Itsumo Kedaruge,Tanaka-kun is Always Listless,田中くんはいつもけだるげ,TV,Web manga,Bandai Visual,Comedy,Silver Link.,12.0,24 min per ep,PG-13 - Teens 13 or older,8.01,86701.0,562.0,479.0,2138.0,Saturdays at 22:00 (JST),Spring,2016
2711,11019,Sousei no Onmyouji,Twin Star Exorcists,双星の陰陽師,TV,Manga,TV Tokyo,Fantasy,Studio Pierrot,50.0,24 min per ep,PG-13 - Teens 13 or older,7.42,82426.0,1981.0,328.0,1813.0,Wednesdays at 18:25 (JST),Spring,2016
2713,11044,Shounen Maid,Shonen Maid,少年メイド,TV,Manga,Kadokawa Shoten,Comedy,8bit,12.0,24 min per ep,PG-13 - Teens 13 or older,7.39,19501.0,2124.0,1727.0,174.0,Fridays at 01:58 (JST),Spring,2016
2714,11045,Mob Psycho 100,Mob Psycho 100,モブサイコ100,TV,Web manga,Warner Bros. Japan,Comedy,Bones,12.0,24 min per ep,PG-13 - Teens 13 or older,8.5,338642.0,106.0,70.0,11869.0,Tuesdays at 00:00 (JST),Summer,2016
2716,11054,Koukaku no Pandora,Pandora in the Crimson Shell,紅殻のパンドラ,TV,Manga,Lantis,Action,Studio Gokumi,12.0,24 min per ep,PG-13 - Teens 13 or older,6.58,11179.0,5449.0,2122.0,76.0,Fridays at 23:00 (JST),Winter,2016
2717,11064,Teekyuu 7,Teekyu 7,てーきゅう 7期,TV,Manga,DAX Production,Sports,Millepensee,12.0,2 min per ep,PG-13 - Teens 13 or older,6.78,5585.0,4533.0,3884.0,14.0,Tuesdays at 01:05 (JST),Winter,2016
2718,11072,Kuromukuro,Kuromukuro,クロムクロ,TV,Original,Sotsu,Mecha,P.A. Works,26.0,24 min per ep,R - 17+ (violence & profanity),7.33,32930.0,2351.0,1112.0,302.0,Thursdays at 21:00 (JST),Spring,2016
2719,11083,Renai Boukun,Love Tyrant,恋愛暴君,TV,Web manga,TV Tokyo,School,EMT²,12.0,23 min per ep,PG-13 - Teens 13 or older,6.88,78433.0,4113.0,534.0,422.0,Fridays at 02:35 (JST),Spring,2017
2720,11089,Dies Irae,Dies irae,Dies irae,TV,Visual novel,Genco,Magic,A.C.G.T.,11.0,23 min per ep,R - 17+ (violence & profanity),5.49,19965.0,8943.0,1072.0,152.0,Saturdays at 01:05 (JST),Fall,2017
2721,11094,Shokugeki no Souma: Ni no Sara,Food Wars! The Second Plate,食戟のソーマ 弍ノ皿,TV,Manga,Dentsu,Ecchi,J.C.Staff,13.0,24 min per ep,PG-13 - Teens 13 or older,8.44,278368.0,144.0,113.0,2526.0,Saturdays at 22:00 (JST),Summer,2016
2722,11105,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,Active Raid Second,アクティヴレイド　－機動強襲室第八係－ 2nd,TV,Original,Sotsu,Mecha,Production IMS,12.0,24 min per ep,PG-13 - Teens 13 or older,6.46,5625.0,5938.0,3298.0,13.0,Mondays at 00:30 (JST),Summer,2016
2723,11128,D.Gray-man Hallow,D.Gray-man HALLOW,ディー・グレイマン ハロー,TV,Manga,TV Tokyo,Action,TMS Entertainment,13.0,24 min per ep,R - 17+ (violence & profanity),7.89,45831.0,714.0,810.0,999.0,Tuesdays at 01:35 (JST),Summer,2016
2724,11131,Berserk,Berserk,ベルセルク,TV,Manga,WOWOW,Supernatural,Millepensee,12.0,24 min per ep,R+ - Mild Nudity,6.67,77451.0,5005.0,546.0,1194.0,Fridays at 22:30 (JST),Summer,2016
2726,11140,Mim Mam Mint,Mimmmmint,ミムマムミント,TV,Original,Tokyo MX,Comedy,Kachidoki Studio,4.0,Unknown,G - All Ages,4.0,14.0,12055.0,11147.0,2.0,Thursdays at 21:55 (JST),Winter,2016
2727,11142,Clockwork Planet,Clockwork Planet,クロックワーク・プラネット,TV,Light novel,TBS,Sci-Fi,Xebec,12.0,24 min per ep,PG-13 - Teens 13 or older,6.58,34840.0,5431.0,949.0,298.0,Fridays at 01:58 (JST),Spring,2017
2729,11157,Mayoiga,The Lost Village,迷家-マヨイガ-,TV,Original,WOWOW,Horror,Diomedea,12.0,24 min per ep,R - 17+ (violence & profanity),5.64,77842.0,8648.0,590.0,251.0,Fridays at 22:30 (JST),Spring,2016
2730,11159,Nora to Oujo to Noraneko Heart,"Nora, Princess, and Stray Cat",ノラと皇女と野良猫ハート,TV,Visual novel,Magic Capsule,Ecchi,W-Toon Studio,11.0,3 min per ep,R+ - Mild Nudity,5.43,9626.0,9094.0,2291.0,27.0,Wednesdays at 22:45 (JST),Summer,2017
2731,11161,Usakame,Usakame,うさかめ,TV,Manga,DAX Production,Slice of Life,Millepensee,12.0,3 min per ep,PG-13 - Teens 13 or older,5.85,3882.0,8142.0,4262.0,5.0,Tuesdays at 01:05 (JST),Spring,2016
2732,11171,Cheer Danshi!!,Cheer Boys!!,チア男子!!,TV,Novel,Bandai Visual,Drama,Brain's Base,12.0,24 min per ep,PG-13 - Teens 13 or older,6.82,15325.0,4320.0,1908.0,92.0,Tuesdays at 23:00 (JST),Summer,2016
2733,11175,Days (TV),Days,DAYS,TV,Manga,Dentsu,Shounen,MAPPA,24.0,24 min per ep,PG-13 - Teens 13 or older,7.3,35785.0,2454.0,1144.0,334.0,Sundays at 02:58 (JST),Summer,2016
2734,11181,Love Live! Sunshine!!,Love Live! Sunshine!!,ラブライブ！サンシャイン!!,TV,Other,Bandai Visual,Slice of Life,Sunrise,13.0,24 min per ep,PG-13 - Teens 13 or older,7.52,46627.0,1606.0,981.0,2082.0,Saturdays at 22:30 (JST),Summer,2016
2735,11183,Sakamoto Desu ga?,Haven't You Heard? I'm Sakamoto,坂本ですが？,TV,Manga,Kadokawa Shoten,Slice of Life,Studio Deen,12.0,24 min per ep,PG-13 - Teens 13 or older,7.67,160029.0,1191.0,207.0,1481.0,Fridays at 02:28 (JST),Spring,2016
2736,11189,Stella no Mahou,Magic of Stella,ステラのまほう,TV,4-koma manga,Kadokawa Shoten,Slice of Life,Silver Link.,12.0,23 min per ep,PG-13 - Teens 13 or older,6.91,9355.0,3998.0,2391.0,37.0,Mondays at 22:30 (JST),Fall,2016
2737,11196,Kamiwaza Wanda,Kamiwaza Wanda,カミワザ・ワンダ,TV,Original,TBS,Sci-Fi,TMS Entertainment,47.0,24 min per ep,PG - Children,5.03,29.0,11540.0,10549.0,0.0,Saturdays at 07:00 (JST),Spring,2016
2739,11202,Duel Masters VSRF,Duel Masters Versus Revolution Final,デュエル・マスターズVSRF,TV,Original,TV Tokyo,Comedy,Studio Hibari,51.0,24 min per ep,PG-13 - Teens 13 or older,5.53,77.0,8870.0,9191.0,3.0,Sundays at 08:30 (JST),Spring,2016
2741,11208,Seisen Cerberus: Ryuukoku no Fatalités,Cerberus,聖戦ケルベロス　竜刻のファタリテ,TV,Game,TV Tokyo,Fantasy,Bridge,13.0,24 min per ep,R - 17+ (violence & profanity),5.75,25449.0,8388.0,1310.0,91.0,Tuesdays at 01:35 (JST),Spring,2016
2742,11209,The Snack World (TV),Snack World (TV),スナックワールド (TV),TV,Original,TOHO animation,Adventure,OLM,50.0,23 min per ep,G - All Ages,6.15,20.0,13269.0,10712.0,0.0,Thursdays at 19:25 (JST),Spring,2017
2743,11212,12-sai.: Chicchana Mune no Tokimeki,12 years old.-The tiny crumbs ~,12歳。～ちっちゃなムネのトキメキ～,TV,Manga,Shogakukan Productions,School,OLM,12.0,24 min per ep,PG - Children,6.56,8447.0,5516.0,2886.0,39.0,Mondays at 19:30 (JST),Spring,2016
2744,11213,Okusama ga Seitokaichou!+!,My Wife is the Student Council President!+,おくさまが生徒会長!＋!,TV,Manga,DAX Production,Shounen,Seven,12.0,8 min per ep,R+ - Mild Nudity,6.79,43909.0,4486.0,1083.0,94.0,Sundays at 22:30 (JST),Fall,2016
2745,11214,Onigiri,Onigiri,鬼斬,TV,Game,Being,Supernatural,Pierrot Plus,13.0,4 min per ep,PG-13 - Teens 13 or older,5.43,6427.0,9096.0,2857.0,24.0,Thursdays at 01:00 (JST),Spring,2016
2746,11215,Gi(a)rlish Number,Girlish Number,ガーリッシュ ナンバー,TV,Original,Frontier Works,Slice of Life,Diomedea,12.0,24 min per ep,PG-13 - Teens 13 or older,6.96,26080.0,3803.0,1254.0,139.0,Fridays at 02:28 (JST),Fall,2016
2747,11216,Endride,Endride,エンドライド,TV,Original,VAP,Adventure,Brain's Base,24.0,23 min per ep,PG-13 - Teens 13 or older,5.76,11335.0,8348.0,1646.0,56.0,Sundays at 01:55 (JST),Spring,2016
2748,11219,Youjo Senki,The Saga of Tanya the Evil,幼女戦記,TV,Light novel,Media Factory,Military,Nut,12.0,24 min per ep,R - 17+ (violence & profanity),8.13,158692.0,410.0,245.0,4502.0,Fridays at 22:00 (JST),Winter,2017
2750,11240,Handa-kun,Handa-kun,はんだくん,TV,Manga,Square Enix,Shounen,Diomedea,12.0,24 min per ep,PG-13 - Teens 13 or older,7.46,57162.0,1810.0,725.0,420.0,Fridays at 01:58 (JST),Summer,2016
2752,11243,Bananya,Bananya,ばなにゃ,TV,Original,TMS Entertainment,Slice of Life,Gathering,13.0,3 min per ep,G - All Ages,6.79,17909.0,4453.0,1998.0,210.0,Mondays at 20:55 (JST),Summer,2016
2754,11249,Udon no Kuni no Kiniro Kemari,Poco's Udon World,うどんの国の金色毛鞠,TV,Manga,VAP,Fantasy,LIDENFILMS,12.0,22 min per ep,PG-13 - Teens 13 or older,7.79,27952.0,919.0,1322.0,348.0,Sundays at 01:55 (JST),Fall,2016
2755,11251,Uchuu Patrol Luluco,Space Patrol Luluco,宇宙パトロールルル子,TV,Original,Half H.P Studio,Adventure,Trigger,13.0,7 min per ep,PG-13 - Teens 13 or older,7.68,49190.0,1169.0,983.0,903.0,Fridays at 22:30 (JST),Spring,2016
2756,11252,Kagewani: Shou,Kagewani -II-,影鰐-KAGEWANI-承,TV,Original,Directions,Thriller,Tomovies,13.0,7 min per ep,R - 17+ (violence & profanity),6.52,5867.0,5711.0,3450.0,17.0,Fridays at 22:40 (JST),Spring,2016
2757,11254,Keijo!!!!!!!!,Keijo!!!!!!!!,競女!!!!!!!!,TV,Manga,Sotsu,Shounen,Xebec,12.0,23 min per ep,PG-13 - Teens 13 or older,7.26,93374.0,2623.0,441.0,895.0,Thursdays at 23:30 (JST),Fall,2016
2759,11258,Fukigen na Mononokean,The Morose Mononokean,不機嫌なモノノケ庵,TV,Web manga,Square Enix,Demons,Pierrot Plus,13.0,24 min per ep,PG-13 - Teens 13 or older,7.46,30163.0,1804.0,1252.0,341.0,Tuesdays at 23:30 (JST),Summer,2016
2760,11259,Ozmafia!!,Ozmafia,オズマフィア,TV,Visual novel,Hobi Animation,Historical,Creators in Pack,12.0,5 min per ep,PG-13 - Teens 13 or older,5.5,4620.0,8934.0,3422.0,17.0,Thursdays at 00:00 (JST),Summer,2016
2761,11267,Orange,Orange,orange（オレンジ）,TV,Manga,TMS Entertainment,Romance,Telecom Animation Film,13.0,24 min per ep,PG-13 - Teens 13 or older,7.71,147662.0,1096.0,226.0,2912.0,Mondays at 00:00 (JST),Summer,2016
2762,11298,Puzzle & Dragons Cross,Puzzle & Dragons X,パズドラクロス,TV,Game,Audio Planning U,Kids,Studio Pierrot,89.0,24 min per ep,PG-13 - Teens 13 or older,6.73,658.0,4781.0,4781.0,25.0,Mondays at 18:25 (JST),Summer,2016
2763,11308,Future Card Buddyfight Triple D,Future Card Buddyfight Triple D,フューチャーカード バディファイトDDD,TV,Card game,Bushiroad,Game,Xebec,51.0,23 min per ep,PG - Children,6.54,523.0,5623.0,7500.0,6.0,Saturdays at 08:00 (JST),Spring,2016
2764,11313,Mobile Suit Gundam Unicorn RE:0096,Mobile Suit Gundam Unicorn RE:0096,機動戦士ガンダムUC（ユニコーン）RE:0096,TV,Novel,Bandai Visual,Mecha,Sunrise,22.0,23 min per ep,PG-13 - Teens 13 or older,7.57,6701.0,1464.0,3082.0,80.0,Sundays at 07:00 (JST),Spring,2016
2769,11341,Amaama to Inazuma,Sweetness & Lightning,甘々と稲妻,TV,Manga,Toei Video,Slice of Life,TMS Entertainment,12.0,24 min per ep,PG-13 - Teens 13 or older,7.56,73987.0,1477.0,550.0,609.0,Tuesdays at 01:05 (JST),Summer,2016
2771,11343,Chou Shounen Tanteidan Neo,Super Shonen Detectives NEO,超・少年探偵団NEO,TV,Novel,Tokyo MX,Mystery,DLE,13.0,4 min per ep,PG-13 - Teens 13 or older,5.07,192.0,9673.0,7285.0,2.0,Mondays at 21:55 (JST),Winter,2017
2772,11349,Senki Zesshou Symphogear AXZ,Senki Chogi Symphogear AXZ <Axis>,戦姫絶唱シンフォギアAXZ〈アクシズ〉,TV,Original,Memory-Tech,Music,Satelight,13.0,24 min per ep,PG-13 - Teens 13 or older,7.67,5817.0,1193.0,3180.0,356.0,Sundays at 01:00 (JST),Summer,2017
2773,11350,Panpaka Pants,Panpaka Pantsu,パンパカパンツ,TV,Original,Shizuoka Broadcasting System,Kids,DLE,27.0,15 sec per ep,G - All Ages,5.0,18.0,12519.0,12412.0,2.0,Unknown,Fall,2008
2774,11370,Brave Witches,Brave Witches,第502統合戦闘航空団 ブレイブウィッチーズ,TV,Original,Nippon Columbia,Magic,Silver Link.,12.0,23 min per ep,R+ - Mild Nudity,6.88,11656.0,4080.0,2020.0,101.0,Thursdays at 01:35 (JST),Fall,2016
2775,11371,Bungou Stray Dogs 2nd Season,Bungo Stray Dogs 2,文豪ストレイドッグス,TV,Manga,Lantis,Supernatural,Bones,12.0,23 min per ep,R - 17+ (violence & profanity),8.3,126026.0,247.0,344.0,2510.0,Fridays at 22:30 (JST),Fall,2016
2776,11379,ēlDLIVE,elDLIVE,エルドライブ 【ēlDLIVE】,TV,Manga,Yomiuri Telecasting,Police,Studio Pierrot,12.0,24 min per ep,PG-13 - Teens 13 or older,6.27,11378.0,6758.0,2095.0,46.0,Sundays at 22:00 (JST),Winter,2017
2777,11381,Tiger Mask W,Tiger Mask W,タイガーマスクW,TV,Manga,TV Asahi,Sports,Toei Animation,38.0,23 min per ep,PG-13 - Teens 13 or older,7.07,3906.0,3419.0,3322.0,46.0,Sundays at 02:30 (JST),Fall,2016
2778,11385,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,Sword Oratoria: Is it Wrong to Try to Pick Up Girls in a Dungeon? On the Side,ダンジョンに出会いを求めるのは間違っているだろうか外伝 ソード・オラトリア,TV,Light novel,Genco,Action,J.C.Staff,12.0,25 min per ep,PG-13 - Teens 13 or older,7.11,71443.0,3240.0,512.0,385.0,Saturdays at 00:30 (JST),Spring,2017
